FIPS,AVLN_AFREQ,AVLN_RISKR,CFLD_AFREQ,CFLD_RISKR,CWAV_AFREQ,CWAV_RISKR,DRGT_AFREQ,DRGT_RISKR,ERQK_AFREQ,ERQK_RISKR,HAIL_AFREQ,HAIL_RISKR,HWAV_AFREQ,HWAV_RISKR,HRCN_AFREQ,HRCN_RISKR,ISTM_AFREQ,ISTM_RISKR,LNDS_AFREQ,LNDS_RISKR,LTNG_AFREQ,LTNG_RISKR,RFLD_AFREQ,RFLD_RISKR,SWND_AFREQ,SWND_RISKR,TRND_AFREQ,TRND_RISKR,TSUN_AFREQ,TSUN_RISKR,VLCN_AFREQ,VLCN_RISKR,WFIR_AFREQ,WFIR_RISKR,WNTW_AFREQ,WNTW_RISKR,ST,STATE,ST_ABBR,STCNTY,COUNTY,LOCATION,AREA_SQMI,E_TOTPOP,EP_POV150,EP_UNEMP,EP_HBURD,EP_NOHSDP,EP_UNINSUR,EP_AGE65,EP_AGE17,EP_DISABL,EP_SNGPNT,EP_LIMENG,EP_MINRTY,EP_MUNIT,EP_MOBILE,EP_CROWD,EP_NOVEH,EP_GROUPQ,EP_NOINT,EP_AFAM,EP_HISP,EP_ASIAN,EP_AIAN,EP_NHPI,EP_TWOMORE,EP_OTHERRACE
01021,,Not Applicable,,Not Applicable,0.0,No Rating,30.414825052579403,Very Low,0.000616726645848,Relatively Low,3.271320919642396,Very Low,0.371517027863777,Relatively Moderate,0.075570782594485,Very Low,0.387319352867675,Relatively Low,0.01,Relatively Low,82.8677073168433,Relatively Moderate,0.458333333333333,Very Low,1.41735618176943,Relatively Low,0.628121022219103,Relatively Moderate,,Not Applicable,,Not Applicable,0.000120202739595,Very Low,0.68111455108359,Very Low,1.0,Alabama,AL,1021.0,Chilton County,"Chilton County, Alabama",692.836450870514,45140.0,22.8,5.3,16.0,17.8,11.5,16.8,23.7,19.4,3.8,2.1,20.9,0.5,30.6,2.6,3.3,1.0,18.6,9.4,8.1,0.5,0.0,0.0,2.1,0.7
01023,,Not Applicable,,Not Applicable,0.0,No Rating,12.304444020559146,Very Low,0.000485391849111,Very Low,2.924096735345081,Relatively Moderate,0.557275541795665,Relatively Low,0.147449734014279,Relatively Moderate,0.600374330249745,Relatively Moderate,0.01,Relatively Low,95.9147812889244,Relatively Low,1.375,Relatively Moderate,2.219473302127152,Relatively Low,0.764598092906924,Relatively Moderate,,Not Applicable,,Not Applicable,8.5654537214e-05,Very Low,0.43343653250774,Very Low,1.0,Alabama,AL,1023.0,Choctaw County,"Choctaw County, Alabama",913.478753846466,12669.0,31.9,5.2,19.3,17.6,8.2,23.3,19.9,23.6,6.5,0.3,43.5,0.9,33.4,0.6,5.7,1.3,30.5,39.9,1.1,0.1,0.2,0.0,2.1,0.0
01025,,Not Applicable,0.01,Very Low,0.0,No Rating,13.426594634824689,Very Low,0.000342649936033,Very Low,2.027407673058284,Very Low,0.561889640025558,Relatively Moderate,0.180922692765795,Relatively Moderate,0.421480735973724,Very Low,0.01,Relatively Low,102.75046557312923,Relatively Moderate,1.208333333333333,Relatively Low,1.921767717959816,Relatively Low,0.742289920435222,Relatively Low,,Insufficient Data,,Not Applicable,0.000280011825753,Very Low,0.37267055242125,Very Low,1.0,Alabama,AL,1025.0,Clarke County,"Clarke County, Alabama",1238.419880434466,23058.0,29.7,12.5,20.0,18.6,9.5,20.4,22.0,19.6,7.8,0.1,48.8,1.4,25.2,1.4,10.6,1.6,29.0,45.4,1.5,0.4,0.1,0.0,0.8,0.6
01027,,Not Applicable,,Not Applicable,0.0,No Rating,48.028525551734575,Very Low,0.000528991194958,Very Low,4.275082324028991,Very Low,0.371517027863777,Relatively Low,0.062550956124594,Very Low,0.379976040616037,Very Low,0.01,Relatively Low,81.16768714205357,Relatively Low,0.708333333333333,Very Low,1.676898856245927,Relatively Low,0.473553690081708,Relatively Low,,Not Applicable,,Not Applicable,0.000389307748929,Very Low,0.990712074303406,Very Low,1.0,Alabama,AL,1027.0,Clay County,"Clay County, Alabama",603.962148489452,14209.0,29.1,5.7,20.6,16.7,8.1,20.8,20.5,19.6,5.6,0.0,19.9,0.7,23.9,2.1,6.4,1.8,24.9,12.6,3.1,0.3,0.0,0.0,3.9,0.1
01029,,Not Applicable,,Not Applicable,0.0,No Rating,37.19339819037804,Very Low,0.000588504590183,Very Low,5.025184027367983,Very Low,0.309597523219814,Relatively Low,0.048147423942839,Very Low,0.298744564312599,Very Low,0.01,Relatively Low,69.57375297452552,Relatively Low,0.375,Very Low,2.115364433382889,Relatively Low,0.430849934743817,Relatively Low,,Not Applicable,,Not Applicable,0.000499349600617,Very Low,1.114551083591331,Very Low,1.0,Alabama,AL,1029.0,Cleburne County,"Cleburne County, Alabama",560.105218450104,15144.0,27.7,2.6,17.8,17.5,10.1,19.6,22.8,21.4,4.9,0.4,7.8,0.3,31.5,2.6,6.8,1.1,26.0,2.7,2.6,0.1,0.1,0.0,2.0,0.2
01031,,Not Applicable,,Not Applicable,0.0,No Rating,28.9212232991466,Relatively Low,0.000217631467045,Very Low,1.530706802970702,Very Low,0.123839009287926,Relatively Low,0.157151485159713,Relatively Moderate,0.173706372678212,Very Low,0.01,Relatively Low,81.15560414334156,Relatively High,0.625,Relatively Moderate,1.762096831602447,Relatively Moderate,0.584867354034676,Relatively Moderate,,Not Applicable,,Not Applicable,2.0135199155e-05,Very Low,0.247678018575852,Relatively Low,1.0,Alabama,AL,1031.0,Coffee County,"Coffee County, Alabama",678.985821932656,53559.0,26.2,4.8,20.6,13.4,10.9,17.1,23.7,18.3,8.8,1.7,31.2,1.6,13.3,2.0,4.0,1.3,14.8,16.1,8.4,1.1,0.5,0.0,5.0,0.1
01033,,Not Applicable,,Not Applicable,0.123839009287926,Relatively Moderate,14.307935663957686,Very Low,0.001369468306131,Relatively Low,4.345775365935638,Relatively Low,0.804953560371516,Relatively Moderate,0.031964130531362,Very Low,0.920677813173455,Relatively Moderate,0.01,Relatively Low,88.32099646525313,Relatively Moderate,2.541666666666667,Relatively Low,4.259286250682003,Relatively High,0.545388377118498,Relatively Moderate,,Not Applicable,,Not Applicable,1.8515130913e-05,Very Low,1.052631578947369,Relatively Low,1.0,Alabama,AL,1033.0,Colbert County,"Colbert County, Alabama",592.95316193154,57270.0,23.1,3.4,22.9,13.6,7.9,20.0,20.9,17.3,6.3,0.9,22.3,3.1,8.4,1.4,4.7,0.9,23.8,16.0,3.2,0.4,0.3,0.1,2.2,0.1
01035,,Not Applicable,,Not Applicable,0.0,No Rating,17.318438974472244,Relatively Low,0.000333370972828,Very Low,1.627485452384286,Very Low,0.495356037151703,Relatively Low,0.157847986709277,Relatively Low,0.141399128874103,Very Low,0.01,Relatively Low,100.8311512266488,Relatively Low,0.458333333333333,Very Low,1.975102121092034,Relatively Low,0.602623097153924,Relatively Low,,Not Applicable,,Not Applicable,0.000707629274973,Very Low,0.185758513931889,Very Low,1.0,Alabama,AL,1035.0,Conecuh County,"Conecuh County, Alabama",850.278991989168,11576.0,38.6,4.4,17.9,10.6,8.6,23.4,20.5,20.9,5.6,0.0,50.3,1.3,26.0,0.7,7.0,0.5,33.0,48.0,0.7,0.3,0.3,0.0,1.0,0.1
01037,,Not Applicable,,Not Applicable,0.0,No Rating,44.91464074187408,Very Low,0.000519878144101,Very Low,3.638973497829312,Very Low,0.371517027863778,Relatively Low,0.065536747143161,Very Low,0.374954801760886,Relatively Low,0.01,Relatively Low,83.90675052337524,Relatively Low,0.125,Very Low,1.425426603651379,Very Low,0.576734338423212,Relatively Low,,Not Applicable,,Not Applicable,0.000217041377855,Very Low,0.68111455108359,Very Low,1.0,Alabama,AL,1037.0,Coosa County,"Coosa County, Alabama",650.908884108226,10329.0,22.2,4.4,15.3,16.5,6.2,24.4,16.1,25.6,4.7,0.0,35.8,0.1,30.0,3.7,3.8,3.5,21.5,30.2,2.7,0.0,0.1,0.0,2.2,0.6
01039,,Not Applicable,,Not Applicable,0.0,No Rating,24.917161882323832,Relatively Low,0.000303690142026,Very Low,1.472914984880267,Very Low,0.557642214592698,Relatively Low,0.183478505591765,Relatively Moderate,0.123699771346812,Very Low,0.010422994754797,Relatively Moderate,97.61267499911446,Relatively High,0.625,Relatively Low,2.02445789041225,Relatively Low,0.902309117286021,Relatively Moderate,,Not Applicable,,Not Applicable,0.000344256540523,Very Low,0.185837060085953,Very Low,1.0,Alabama,AL,1039.0,Covington County,"Covington County, Alabama",1030.57016104712,37542.0,30.1,5.5,20.9,14.2,10.3,21.7,21.9,20.8,7.2,0.1,17.5,1.0,20.4,1.6,6.4,1.9,21.7,12.3,2.0,0.6,0.3,0.0,2.2,0.2
01041,,Not Applicable,,Not Applicable,0.0,No Rating,25.72728311194176,Relatively Low,0.00025686813636,Very Low,1.803039942235521,Very Low,0.495356037151703,Relatively Low,0.117809432290494,Relatively Low,0.247382180763145,Very Low,0.01,Relatively Low,81.45670566271207,Relatively Low,0.583333333333333,Very Low,1.70371229136598,Relatively Low,0.494417404337912,Relatively Low,,Not Applicable,,Not Applicable,2.8548757241e-05,Very Low,0.185758513931889,Very Low,1.0,Alabama,AL,1041.0,Crenshaw County,"Crenshaw County, Alabama",608.864615699826,13205.0,28.4,6.1,20.7,17.9,8.5,19.8,22.9,16.9,5.3,0.5,30.1,0.4,26.2,1.1,7.3,1.9,34.6,22.9,2.5,1.2,0.1,0.0,3.4,0.0
01043,,Not Applicable,,Not Applicable,0.123839009287926,Relatively Moderate,26.80863820022168,Relatively Low,0.000888182159287,Relatively Low,5.101635541270954,Relatively Low,0.619195046439629,Relatively Low,0.03574008157637,Relatively Low,0.565388455482517,Relatively Moderate,0.018169347315492,Relatively Low,85.51327184327667,Relatively Moderate,1.791666666666667,Very Low,4.934110445767915,Relatively High,0.83155874511838,Relatively Moderate,,Not Applicable,,Not Applicable,2.5247177357e-05,Very Low,1.052631578947367,Relatively Low,1.0,Alabama,AL,1043.0,Cullman County,"Cullman County, Alabama",734.738952277064,88284.0,23.3,4.3,18.6,15.4,10.6,18.8,22.3,18.2,5.8,0.8,9.2,2.7,20.1,1.9,2.9,1.4,15.3,1.1,4.6,0.3,0.3,0.0,2.8,0.1
01045,,Not Applicable,,Not Applicable,0.0,No Rating,35.713819311329125,Relatively Low,0.000158850266912,Very Low,1.492743292852477,Relatively Low,0.123839009287926,Relatively Low,0.158026703844886,Relatively Moderate,0.192435031508745,Very Low,0.01,Relatively Low,80.93190218620111,Relatively High,0.541666666666667,Relatively Low,1.639247109328571,Relatively Low,0.476191336069546,Relatively Moderate,,Not Applicable,,Not Applicable,1.3149872334e-05,Very Low,0.247678018575851,Relatively Low,1.0,Alabama,AL,1045.0,Dale County,"Dale County, Alabama",561.112833472728,49455.0,29.6,7.8,23.3,14.3,10.0,17.5,23.1,20.8,7.5,0.9,32.7,1.7,18.0,0.7,5.2,1.8,17.2,20.4,7.0,1.2,0.4,0.0,3.2,0.4
01047,,Not Applicable,,Not Applicable,0.0,No Rating,23.768140975020856,Relatively Low,0.000556249088785,Relatively Low,2.229709680981694,Very Low,0.371517027863777,Relatively Moderate,0.085720322636006,Relatively Low,0.317076180973422,Very Low,0.01,Relatively Low,79.40703607066675,Relatively Moderate,0.583333333333333,Relatively Low,1.367447351109001,Relatively Low,0.752383604812453,Relatively Moderate,,Not Applicable,,Not Applicable,3.3613050998e-05,Very Low,0.371517027863777,Very Low,1.0,Alabama,AL,1047.0,Dallas County,"Dallas County, Alabama",978.737528171404,38326.0,40.8,9.1,28.4,14.7,9.5,19.4,23.6,19.8,8.7,0.2,73.0,1.7,17.4,1.4,14.6,1.5,23.9,68.7,1.1,0.6,0.5,0.0,2.0,0.0
01049,,Not Applicable,,Not Applicable,0.123839009287925,Relatively High,29.83346951604672,Relatively Low,0.001182176617297,Relatively Low,5.18892449348118,Relatively Low,0.061919504643963,Relatively Low,0.02844955816961,Relatively Low,0.690980152776483,Relatively Moderate,0.01,Relatively Low,68.29051937036297,Relatively Moderate,1.666666666666667,Relatively Low,4.248056722061842,Relatively Moderate,0.704006988311662,Relatively Moderate,,Not Applicable,,Not Applicable,9.5432368021e-05,Very Low,1.362229102167184,Relatively Moderate,1.0,Alabama,AL,1049.0,DeKalb County,"DeKalb County, Alabama",777.076708398724,71680.0,33.6,3.9,20.6,22.3,14.6,17.3,23.9,15.4,5.5,4.7,20.9,1.1,22.8,3.4,4.2,1.5,17.1,1.5,15.4,0.1,0.5,0.0,2.9,0.5
01051,,Not Applicable,,Not Applicable,0.0,No Rating,44.73804793427868,Relatively Low,0.000420605193954,Very Low,2.796053187833898,Relatively Low,0.371517027863777,Relatively Moderate,0.079920333347525,Relatively Low,0.422131275761215,Very Low,0.01,Relatively Low,75.43902531777448,Relatively Moderate,1.625,Relatively Low,1.197083685763294,Relatively Low,0.501076380355353,Relatively Moderate,,Not Applicable,,Not Applicable,5.3192235513e-05,Very Low,0.43343653250774,Very Low,1.0,Alabama,AL,1051.0,Elmore County,"Elmore County, Alabama",618.515697740022,87694.0,18.7,4.2,18.5,11.5,8.2,15.8,21.7,15.2,6.9,0.7,27.6,3.2,16.3,1.3,4.3,4.9,11.7,20.8,3.1,0.7,0.2,0.0,2.7,0.0
01053,,Not Applicable,,Not Applicable,0.0,No Rating,16.40669351628055,Relatively Low,0.000284495232726,Very Low,1.604483620143907,Very Low,0.567742451358715,Relatively Moderate,0.197773037547708,Relatively Moderate,0.097261059532129,Very Low,0.01,Relatively Low,118.78752269331586,Relatively High,1.125,Relatively Low,2.040115776215436,Relatively Low,0.666731017560252,Relatively Moderate,,Not Applicable,,Not Applicable,0.001833312644866,Relatively Low,0.188229558722926,Relatively Low,1.0,Alabama,AL,1053.0,Escambia County,"Escambia County, Alabama",945.407490010728,36755.0,38.3,9.2,22.4,17.7,12.3,18.6,22.7,20.3,6.3,0.4,39.8,0.7,20.4,0.5,6.1,6.9,28.6,30.2,2.6,0.2,3.0,0.0,3.6,0.2
01055,,Not Applicable,,Not Applicable,0.0,No Rating,28.78269928757275,Very Low,0.000947290831499,Relatively Low,5.218081666718422,Very Low,0.309597523219813,Relatively Moderate,0.035436403900382,Relatively Low,0.43482798678995,Very Low,0.014815422390819,Relatively Moderate,85.40065402108587,Relatively Low,0.916666666666667,Very Low,3.772626377318384,Relatively Moderate,0.517799934309813,Relatively High,,Not Applicable,,Not Applicable,2.5720561501e-05,Very Low,0.928792569659441,Relatively Low,1.0,Alabama,AL,1055.0,Etowah County,"Etowah County, Alabama",535.105234413928,103348.0,27.2,6.0,22.1,13.9,11.7,19.4,21.4,17.4,6.9,0.9,22.9,3.1,10.7,1.7,4.2,1.5,16.4,15.0,4.4,0.7,0.1,0.0,2.3,0.4
01057,,Not Applicable,,Not Applicable,0.0,No Rating,22.439970082211016,Very Low,0.000966503228349,Relatively Low,4.335588058439143,Very Low,0.371517027863777,Relatively Low,0.049696600280158,Very Low,0.601393844425745,Relatively Low,0.01,Relatively Low,89.58512863730115,Relatively Low,0.416666666666667,Very Low,2.771161638207641,Relatively Low,0.662688858098252,Relatively Low,,Not Applicable,,Not Applicable,5.4236414696e-05,Very Low,0.743034055727554,Very Low,1.0,Alabama,AL,1057.0,Fayette County,"Fayette County, Alabama",627.683416369806,16297.0,34.5,9.6,19.7,16.3,10.1,21.2,21.1,23.5,4.8,0.1,16.1,2.6,18.9,1.1,10.7,2.0,26.6,12.7,0.4,0.2,0.1,0.2,2.3,0.2
01059,,Not Applicable,,Not Applicable,0.123839009287926,Relatively Moderate,14.742808637297452,Very Low,0.00120446861394,Relatively Low,4.489099666601952,Relatively Low,0.804953560371518,Relatively Moderate,0.03190536508865,Very Low,0.885142623103922,Relatively Low,0.01,Relatively Low,81.79031863801782,Relatively Moderate,1.041666666666667,Very Low,4.205791416536512,Relatively Moderate,0.650389278028647,Relatively Moderate,,Not Applicable,,Not Applicable,6.3656313961e-05,Very Low,0.928792569659443,Relatively Low,1.0,Alabama,AL,1059.0,Franklin County,"Franklin County, Alabama",633.95862676996,32011.0,33.3,3.8,16.6,19.9,12.5,17.1,24.7,17.0,6.9,4.2,24.8,2.2,15.5,1.6,9.2,0.9,37.8,4.2,18.4,0.1,0.2,0.0,1.5,0.2
01061,,Not Applicable,,Not Applicable,0.0,No Rating,31.422615336815493,Relatively Moderate,0.000305657465352,Very Low,1.339581298433856,Very Low,0.123842682082391,Relatively Low,0.18283412481714,Relatively Low,0.130298476484709,Very Low,0.01,Relatively Low,89.03603721799227,Relatively Moderate,0.916666666666667,Relatively Low,1.731513413188858,Relatively Low,0.487287937030036,Relatively Low,,Not Applicable,,Not Applicable,5.8492315273e-05,Very Low,0.247680467105495,Very Low,1.0,Alabama,AL,1061.0,Geneva County,"Geneva County, Alabama",574.484421412064,26647.0,32.0,3.9,18.9,16.6,12.1,20.3,21.9,23.9,4.0,0.6,19.2,0.4,25.5,1.6,6.8,1.0,25.4,8.9,4.4,0.5,0.2,0.0,3.1,1.9
01063,,Not Applicable,,Not Applicable,0.0,No Rating,20.466579184149527,Very Low,0.001005867474448,Very Low,3.103924774767624,Relatively Low,0.371517027863777,Relatively Low,0.076464516536345,Very Low,0.500199031741041,Very Low,0.01,Relatively Low,90.09584359254742,Relatively Low,0.5,Very Low,1.688860186566152,Relatively Low,0.555260158185965,Relatively Low,,Not Applicable,,Not Applicable,4.482573799e-05,Very Low,0.681114551083592,Very Low,1.0,Alabama,AL,1063.0,Greene County,"Greene County, Alabama",647.022802613508,7706.0,50.0,4.5,25.1,18.1,13.9,23.7,22.0,28.2,6.7,0.0,82.9,3.5,34.2,0.3,13.2,1.7,43.7,81.8,0.3,0.0,0.1,0.0,0.6,0.0
01065,,Not Applicable,,Not Applicable,0.0,No Rating,21.775378655887287,Very Low,0.0008988848729,Very Low,2.953487732171189,Relatively Low,0.371517027863777,Relatively Low,0.076925292706444,Very Low,0.400870979042762,Very Low,0.01,Relatively Low,86.86424836035094,Relatively Low,0.666666666666667,Very Low,1.513273593018199,Relatively Low,0.553486307087914,Relatively Low,,Not Applicable,,Not Applicable,9.2331234427e-05,Very Low,0.681114551083591,Very Low,1.0,Alabama,AL,1065.0,Hale County,"Hale County, Alabama",643.989821982034,14742.0,35.9,7.6,28.6,19.4,7.0,19.7,23.4,25.0,3.3,0.2,61.6,0.9,38.2,2.6,11.5,1.5,29.4,56.8,0.2,0.1,0.3,0.0,4.3,0.0
01067,,Not Applicable,,Not Applicable,0.0,No Rating,43.19245652153008,Relatively Moderate,0.00020056314856,Very Low,1.499469165814414,Very Low,0.123839009287926,Relatively Low,0.153365243964649,Relatively Low,0.218823165215813,Very Low,0.01,Relatively Low,82.57549979619068,Relatively Low,0.291666666666667,Very Low,1.540212468254747,Relatively Low,0.464721213995402,Relatively Low,,Not Applicable,,Not Applicable,1.8078806769e-05,Very Low,0.247678018575851,Relatively Low,1.0,Alabama,AL,1067.0,Henry County,"Henry County, Alabama",561.891686921372,17282.0,25.9,5.3,18.3,18.5,9.6,22.9,20.4,20.6,4.9,0.3,30.5,0.8,25.2,1.1,7.6,1.7,20.8,25.1,2.7,0.6,0.3,0.0,1.7,0.0
